filename,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
999bf14b-e417-4b44-b746-9253f81efe38-1430974055321-1.7-m-26-bp.wav,116.66774518628819,-382.38880509333507,-100.89453008418575,121.05588482739813,-295.9179419513944,-177.940816810437,198.93970522030827,-13.298977265274013,-77.52267954125614,-112.02136470202451,-132.65989637226812,-2.2131137870569786,-39.20002561849872,-103.91911778363172,101.7897906479471,99.8355592609118,26.25604643732781,51.68354143936155,-4.5932044797871034,-55.62712373505833,belly_pain
643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138456-1.0-m-72-bp.wav,131.8183121726361,-480.06235801827467,-38.164039462288116,23.246842509482207,-534.731389228556,-37.06061574857159,0.3622057867464253,-423.9902700544271,24.359705302275263,-54.11765670704247,-327.7844027919494,86.8613779575446,-16.24941457715028,-186.89942666048688,92.14552253986315,-12.536475264991763,-69.52387458573965,65.7855256373977,-37.84317537488821,-42.06625112330821,belly_pain
ae5f103b-5fee-442f-bb1b-d9d0570c46ab-1431533823459-1.7-m-26-bp.wav,127.51189618920137,-339.3392514720893,53.57411277484797,102.70941499284395,-388.77160633542496,-21.850377284717915,138.64155310315874,-314.74544572928835,-78.7090293210863,-95.03743641550419,-308.47694182636775,-12.84039182902745,40.739768709371816,-136.37453883215852,-9.237509758526267,-91.90601768444137,-137.7031655419584,-14.14776931167931,-46.26932164582227,-47.25768557232661,belly_pain
d6cda191-4962-4308-9a36-46d5648a95ed-1431159257450-1.7-m-04-bp.wav,57.654414365099505,-510.60575531721383,-64.3687975203734,112.72076821060955,-412.9902638695195,32.39369053118584,315.3724042923403,-240.55681816349357,-146.04029715738548,35.77264622704717,-138.23984403441457,59.36303792271545,107.3885768224188,-2.4015186037066325,166.42040422317527,88.37488071162622,-92.33363295642226,-48.36329075704665,-69.29498877122431,-73.69121385971653,belly_pain
549a46d8-9c84-430e-ade8-97eae2bef787-1430130776457-1.7-m-48-bp.wav,127.33661888226496,-345.08817615131824,-2.272467463722303,54.161715294378546,-376.66150676278323,-58.45959769326689,80.73642342870161,-207.73377867674787,80.00146971795786,-27.288802720431605,-200.25959794236132,84.06282729438708,24.205492565000927,-105.76670053150282,122.72404553640186,46.15914691337797,-18.30675667251169,53.28665290851452,-35.70219525634487,-49.573361978965956,belly_pain
d6cda191-4962-4308-9a36-46d5648a95ed-1431159272600-1.7-m-04-bp.wav,57.654414365099505,-510.60575531721383,-64.3687975203734,112.72076821060955,-412.9902638695195,32.39369053118584,315.3724042923403,-240.55681816349357,-146.04029715738548,35.77264622704717,-138.23984403441457,59.36303792271545,107.3885768224188,-2.4015186037066325,166.42040422317527,88.37488071162622,-92.33363295642226,-48.36329075704665,-69.29498877122431,-73.69121385971653,belly_pain
999bf14b-e417-4b44-b746-9253f81efe38-1430974860400-1.7-m-26-bp.wav,116.66774518628819,-382.38880509333507,-100.89453008418575,121.05588482739813,-295.9179419513944,-177.940816810437,198.93970522030827,-13.298977265274013,-77.52267954125614,-112.02136470202451,-132.65989637226812,-2.2131137870569786,-39.20002561849872,-103.91911778363172,101.7897906479471,99.8355592609118,26.25604643732781,51.68354143936155,-4.5932044797871034,-55.62712373505833,belly_pain
643D64AD-B711-469A-AF69-55C0D5D3E30F-1430104237-1.0-m-72-bp.wav,130.45298429379187,-427.58012572170895,8.53336392262637,-9.989273212081923,-554.2829283085001,-42.25694297088371,-57.70297383473761,-463.28875214648934,34.68513255986701,-24.33835060864925,-249.6652829918048,199.13773356555322,68.72839133532968,-98.5224861256547,212.50601627960194,68.1287209821284,-60.47312251637622,39.57246508819016,-81.57865963535158,-79.70847503533702,belly_pain
d6cda191-4962-4308-9a36-46d5648a95ed-1431159296954-1.7-m-04-bp.wav,57.654414365099505,-510.60575531721383,-64.3687975203734,112.72076821060955,-412.9902638695195,32.39369053118584,315.3724042923403,-240.55681816349357,-146.04029715738548,35.77264622704717,-138.23984403441457,59.36303792271545,107.3885768224188,-2.4015186037066325,166.42040422317527,88.37488071162622,-92.33363295642226,-48.36329075704665,-69.29498877122431,-73.69121385971653,belly_pain
d6cda191-4962-4308-9a36-46d5648a95ed-1431700365461-1.7-m-04-bp.wav,40.07869745042746,-540.2446479418413,-27.55922257250546,231.48092648919976,-365.67738883212246,-71.04987999362065,226.50030771917068,-297.4951747577586,-203.27156295440633,107.29995002341295,7.742637149993518,51.964075047832694,-20.742947528206777,-87.47073641614182,152.8543689981857,112.25876979951687,-45.63507895339166,11.976331090767834,-9.105057397718237,-51.153578921237,belly_pain
